19	3.333333
20	8.666667
21	24.000000
22	60.666667
23	156.666667
24	410.333333
25	2612.666667
26	6886.000000
27	8211.333333
28	6954.666667
29	3265.333333
30	2107.666667
31	1443.333333
32	979.000000
33	723.666667
34	541.666667
35	451.333333
36	372.333333
37	342.666667
38	309.666667
39	297.333333
40	269.000000
41	251.000000
42	245.000000
43	255.333333
44	252.666667
45	240.000000
46	214.333333
47	206.333333
48	206.000000
49	210.666667
50	205.333333
51	196.333333
52	194.333333
53	188.666667
54	197.666667
55	202.000000
56	220.333333
57	227.000000
58	227.666667
59	241.333333
60	256.000000
61	291.666667
62	329.666667
63	376.000000
64	444.666667
65	537.333333
66	635.666667
67	750.000000
68	910.333333
69	1179.666667
70	1514.333333
71	1908.666667
72	2263.000000
73	2719.666667
74	3280.666667
75	4108.666667
76	5173.000000
77	6922.000000
78	9585.333333
79	12218.666667
80	14207.333333
81	14809.000000
82	12697.666667
83	8432.333333
84	3814.333333
85	1348.666667
86	666.666667
87	404.000000
88	261.000000
89	185.666667
90	148.666667
91	118.000000
92	91.666667
93	76.666667
94	66.333333
95	54.666667
96	51.000000
97	48.666667
98	48.000000
99	38.666667
100	35.000000
101	28.333333
102	26.333333
103	23.333333
104	24.000000
105	22.333333
106	17.000000
107	15.333333
108	15.666667
109	16.000000
110	14.666667
111	13.000000
112	9.666667
113	8.333333
114	7.000000
115	6.333333
116	5.000000
117	4.000000
118	3.666667
119	2.333333
120	2.666667
121	2.666667
122	3.333333
123	2.333333
124	2.000000
125	1.333333
128	1.666667
130	1.333333
132	1.333333
133	1.000000
134	1.000000
136	1.000000
139	1.333333
140	1.333333
141	1.333333
142	1.000000
143	1.000000
144	1.000000
145	1.000000
150	1.000000
152	1.333333
155	1.333333
163	1.333333
164	1.000000
172	1.000000
175	1.000000
183	1.666667
184	1.666667
185	1.666667
189	1.000000
191	1.333333
192	1.666667
196	1.666667
198	1.333333
199	1.000000
200	1.000000
203	1.000000
204	1.000000
206	1.000000
207	1.000000
208	1.000000
210	1.333333
217	1.666667
218	1.666667
219	1.333333
220	1.000000
222	1.000000
224	1.000000
229	1.000000
233	1.333333
234	1.333333
237	1.666667
240	1.333333
241	1.666667
242	1.666667
243	1.666667
244	2.333333
245	3.000000
247	3.333333
248	3.666667
249	5.000000
250	10.333333
251	19.000000
252	36.000000
253	98.333333
254	122.000000
255	170.333333
